PFID Old Name,PFID New Name,Annotation,Map_Name,Map Link,Enzyme,E C,Synonyms List
PF10_0303,PF3D7_1031000,25 kDa ookinete surface antigen precursor,Genes coding for GPI-anchored membrane proteins,http://mpmp.huji.ac.il/maps/GPI_prots.html,25 kDa ookinete surface antigen precursor ; Pfs25, ,
PF10_0306,PF3D7_1031200,MORN repeat-containing protein 1,Inositol Phosphate metabolism,http://mpmp.huji.ac.il/maps/inosiPhosphmetpath.html,1-phosphatidylinositol-4-phosphate 5-kinase,2.7.1.68,diphosphoinositide kinase_ phosphatidylinositol 4-phosphate kinase_ phosphatidylinositol-4-phosphate 5-kinase_ PIP kinase_ type I PIP kinase_ 
PF10_0306,PF3D7_1031200,MORN repeat-containing protein 1,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,MORN repeat protein_ putative, ,
PF10_0306,PF3D7_1031200,MORN repeat-containing protein 1,Phosphoinositides and membrane traffic,http://mpmp.huji.ac.il/maps/PIS_traff.html,PI-4-phosphate 5-kinase,2.7.1.68,diphosphoinositide kinase_ phosphatidylinositol 4-phosphate kinase_ phosphatidylinositol-4-phosphate 5-kinase_ PIP kinase_ type I PIP kinase_ 
PF10_0308,PF3D7_1031400,OTU-like cysteine protease_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,OTU-like cysteine protease_ putative, ,
PF10_0308,PF3D7_1031400,OTU-like cysteine protease_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,OTU-like cysteine protease_ putative, ,
PF10_0308,PF3D7_1031400,OTU-like cysteine protease_ putative,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,OTU-like cysteine protease,3.4.22.-,serine repeat antigen_ 
PF10_0308,PF3D7_1031400,OTU-like cysteine protease_ putative,Peptidases and proteases,http://mpmp.huji.ac.il/maps/proteases.html,OTU-like cysteine protease_ putative,3.4.22.-,serine repeat antigen_ 
PF10_0308,PF3D7_1031400,OTU-like cysteine protease_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,OTU-like cysteine protease_ putative, ,
PF10_0309,PF3D7_1031500,DEAD/DEAH box helicase_ putative,Splicing of pre-mRNA,http://mpmp.huji.ac.il/maps/splicing.html,RNA helicase Brr2,3.6.5.2,
PF10_0309,PF3D7_1031500,DEAD/DEAH box helicase_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,DEAD/DEAH box helicase_ putative, ,
PF10_0311,PF3D7_1031700,protein phosphatase inhibitor 3,Protein phosphorylation,http://mpmp.huji.ac.il/maps/phosphorylation.html,Protein phosphatase inhibitor, ,
PF10_0313,PF3D7_1032000,mitochondrial preribosomal assembly protein rimM precursor_ putative,Genes coding for components involved in ribosome assembly,http://mpmp.huji.ac.il/maps/Ribosomegenes.html,Mitochondrial preribosomal assembly protein rimM precursor_ putative, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,Encoded proteins that could be constituents of P-bodies,http://mpmp.huji.ac.il/maps/P_body.html,mRNA-decapping enzyme 1, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,mRNA degradation,http://mpmp.huji.ac.il/maps/mRNAdeg.html,DCP1, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,RNA Degradation Factors,http://mpmp.huji.ac.il/maps/RNA_DegFactors.html,mRNA-decapping enzyme subunit 1_ putative, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,Lsm proteins and RNA processing,http://priweb.cc.huji.ac.il/malaria//maps/Lsm_RNA.html,DCP1, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,mRNA-decapping enzyme subunit 1, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,mRNA-decapping enzyme subunit 1_ putative, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,dcp1 homologue_ putative, ,
PF10_0314,PF3D7_1032100,mRNA-decapping enzyme subunit 1_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,mRNA-decapping enzyme subunit 1_ putative, ,
PF10_0316,PF3D7_1032400,phosphatidylinositol N-acetylglucosaminyltransferase subunit A_ putative,Glycosylphosphatidylinositol (GPI) anchor biosynthesis,http://mpmp.huji.ac.il/maps/gpiAnchor1path.html,Phosphatidylinositol N-acetylglucosaminyltransferase,2.4.1.198,alpha1_6-acetyl-D-glucosaminyltransferase_ N-acetyl-D-glucosaminyltransferase_ UDP-N-acetyl-D-glucosamine:phosphatidylinosito_ uridine diphosphoacetylglucosamin_ 
PF10_0316,PF3D7_1032400,phosphatidylinositol N-acetylglucosaminyltransferase subunit A_ putative,Model for metabolic compartmentalization of PI biosynthesis,http://mpmp.huji.ac.il/maps/PI_compartm.html.html,Phosphatidylinositol N-acetylglucosaminyltransferase,2.4.1.198,alpha1_6-acetyl-D-glucosaminyltransferase_ N-acetyl-D-glucosaminyltransferase_ UDP-N-acetyl-D-glucosamine:phosphatidylinosito_ uridine diphosphoacetylglucosamin_ 
PF10_0317,PF3D7_1032500,DER1-like protein_ putative,Proteasome-mediated proteolysis of ubiquinated proteins,http://mpmp.huji.ac.il/maps/proteaUbiqpath.html,Der1, ,
PF10_0320a,PF3D7_1032800,leucine-rich repeat protein,Protein phosphorylation,http://mpmp.huji.ac.il/maps/phosphorylation.html,Phosphoprotein phosphatase,3.1.3.16,3-hydroxy 3-methylglutaryl coenzymeA reductase phosphatase_ Aspergillus awamori acid protein phosphatase_ BCKDH phosphatase_ branched-chain alpha-keto acid dehydrogenase phosphatase_ calcineurin_ casein phosphatase_ HMG-CoA reductase phosphatase_ phosphatase 2A_ phosphatase 2B_ phosphatase C-II_ phosphatase H-II_ phosphatase I_ phosphatase IB_ phosphatase II_ phosphatase III_ phosphatase IV_ phosphatase SP_ phosphopyruvate dehydrogenase phosphatase_ phosphospectrin phosphatase_ polycation modulated (PCM-) phosphatase_ protein D phosphatase_ protein phosphatase_ protein phosphatase-1_ protein phosphatase-2A_ protein phosphatase-2B_ protein phosphatase-2C_ 
PF10_0320a,PF3D7_1032800,leucine-rich repeat protein,Phosphatases of Plasmodium falciparum and their timed expression,http://mpmp.huji.ac.il/maps/Phos_tmd_exprs.html,Protein phosphatase 1 regulatory subunit 7,3.1.3.16,3-hydroxy 3-methylglutaryl coenzymeA reductase phosphatase_ Aspergillus awamori acid protein phosphatase_ BCKDH phosphatase_ branched-chain alpha-keto acid dehydrogenase phosphatase_ calcineurin_ casein phosphatase_ HMG-CoA reductase phosphatase_ phosphatase 2A_ phosphatase 2B_ phosphatase C-II_ phosphatase H-II_ phosphatase I_ phosphatase IB_ phosphatase II_ phosphatase III_ phosphatase IV_ phosphatase SP_ phosphopyruvate dehydrogenase phosphatase_ phosphospectrin phosphatase_ polycation modulated (PCM-) phosphatase_ protein D phosphatase_ protein phosphatase_ protein phosphatase-1_ protein phosphatase-2A_ protein phosphatase-2B_ protein phosphatase-2C_ 
PF10_0320a,PF3D7_1032800,leucine-rich repeat protein,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,leucine-rich repeat protein,3.1.3.16,3-hydroxy 3-methylglutaryl coenzymeA reductase phosphatase_ Aspergillus awamori acid protein phosphatase_ BCKDH phosphatase_ branched-chain alpha-keto acid dehydrogenase phosphatase_ calcineurin_ casein phosphatase_ HMG-CoA reductase phosphatase_ phosphatase 2A_ phosphatase 2B_ phosphatase C-II_ phosphatase H-II_ phosphatase I_ phosphatase IB_ phosphatase II_ phosphatase III_ phosphatase IV_ phosphatase SP_ phosphopyruvate dehydrogenase phosphatase_ phosphospectrin phosphatase_ polycation modulated (PCM-) phosphatase_ protein D phosphatase_ protein phosphatase_ protein phosphatase-1_ protein phosphatase-2A_ protein phosphatase-2B_ protein phosphatase-2C_ 
PF10_0320a,PF3D7_1032800,leucine-rich repeat protein,Phosphoinositides and membrane traffic,http://mpmp.huji.ac.il/maps/PIS_traff.html,leucine-rich repeat protein, ,
PF10_0320a,PF3D7_1032800,leucine-rich repeat protein,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,leucine-rich repeat protein, ,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,S-adenosylmethionine decarboxylase/ornithine decarboxylase, ,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,S-adenosylmethionine decarboxylase-ornithine decarboxylase, ,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,S-Adenosylmethionine decarboxylase/ornithine decarboxylase,4.1.1.17,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,S-adenosylmethionine decarboxylase/ornithine decarboxylase,4.1.1.17,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,S-adenosylmethionine decarboxylase/ ornithine decarboxylase,4.1.1.17,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,Methionine and Polyamine metabolism,http://mpmp.huji.ac.il/maps/methioninemetpath.html,Ornithine decarboxylase,4.1.1.17,
PF10_0322,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase,Pyridoxal phosphate (Vitamin B6) metabolism,http://mpmp.huji.ac.il/maps/vitaminB6metpath.html,Ornithine decarboxylase,4.1.1.17,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Early transcribed membrane protein 10.2_ etramp 10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Exported parasite proteins associated with Maurer�s clefts,http://mpmp.huji.ac.il/maps/Maurer.html,ETRAMP10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Established and putative Maurer�s clefts proteins,http://mpmp.huji.ac.il/maps/MCprot.html,Early transcribed membrane protein 10.2_ etramp 10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Parasite encoded proteins associated with the membrane of infected erythrocytes,http://mpmp.huji.ac.il/maps/iRBC_prots.html,early transcribed membrane protein 10.2 _ ETRAMP10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Proteins of detergent-resistant membranes,http://mpmp.huji.ac.il/maps/DRM_prot.html,early transcribed membrane protein 10.2 ETRAMP 10.2 ;Rhoptry/surface protein/poss. apicoplast, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,early transcribed membrane protein 10.2_ etramp 10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Proteome of the parasitophorous vacuole,http://priweb.cc.huji.ac.il/malaria//maps/protPV.html,ETRAMP10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,early transcribed membrane protein 10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,early transcribed membrane protein 10.2_ etramp 10.2, ,
PF10_0323,PF3D7_1033200,early transcribed membrane protein 10.2,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,early transcribed membrane protein 10.2, ,
PF10_0325,PF3D7_1033400,haloacid dehalogenase-like hydrolase_ putative,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,Haloacid dehalogenase-like hydrolase_ putative, ,
PF10_0326,PF3D7_1033500,WD-repeat protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,WD-repeat protein_ putative, ,
PF10_0327,PF3D7_1033600,myb2 transcription factor_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,Myb2 protein, ,
PF10_0327,PF3D7_1033600,myb2 transcription factor_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,myb2 transcription factor_ putative, ,
PF10_0327,PF3D7_1033600,myb2 transcription factor_ putative,Proteins involved in steps during passage through prophase,http://mpmp.huji.ac.il/maps/protProphase.html,CDC5, ,
PF10_0327,PF3D7_1033600,myb2 transcription factor_ putative,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Myb2 protein, ,
PF10_0327,PF3D7_1033600,myb2 transcription factor_ putative,Splicing of pre-mRNA,http://mpmp.huji.ac.il/maps/splicing.html,Prp19, ,
PF10_0327,PF3D7_1033600,myb2 transcription factor_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,myb2 transcription factor_ putative  Myb2, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,bromodomain protein, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Structure and organization of centromeric chromatin,http://mpmp.huji.ac.il/maps/chromatin.html,Bromodomain-containing proteins, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Acetylation recognition by the bromodomain and other modules,http://mpmp.huji.ac.il/maps/acet_recog_mod.html,BRD2 Bromodomain 2, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Proteins containing histone post translational modification-binding modules,http://mpmp.huji.ac.il/maps/his_bind_mod.html,bromodomain protein, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Histone chaperones,http://mpmp.huji.ac.il/maps/hist_chap.html,Bromodomain protein, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,ATP-dependent chromatin remodeling complexes,http://mpmp.huji.ac.il/maps/chrom_remod.html,Bromodomain protein_, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,bromodomain protein_ putative, ,
PF10_0328,PF3D7_1033700,bromodomain protein_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,bromodomain protein_ putative, ,
PF10_0329,PF3D7_1033800,plasmepsin VII,Peptidases and proteases,http://mpmp.huji.ac.il/maps/proteases.html,plasmepsin VII,3.4.23.-,aspartyl (acid) protease_ putative; plasmepsin V_ 
PF10_0329,PF3D7_1033800,plasmepsin VII,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,aspartyl protease_ putative; Plasmepsin VII, ,
PF10_0330,PF3D7_1033900,ubiquitin conjugating enzyme_ putative,CCR4 � NOT complex,http://mpmp.huji.ac.il/maps/CCR4.html,Ubc5,6.3.2.19,ubiquitin-activating enzyme_ 
PF10_0330,PF3D7_1033900,ubiquitin conjugating enzyme_ putative,Proteasome-mediated proteolysis of ubiquinated proteins,http://mpmp.huji.ac.il/maps/proteaUbiqpath.html,Ubc6,6.3.2.19,ubiquitin-activating enzyme_ 
PF10_0330,PF3D7_1033900,ubiquitin conjugating enzyme_ putative,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,Ubiquitin-conjugating enzyme_ putative,6.3.2.19,ubiquitin-activating enzyme_ 
PF10_0330,PF3D7_1033900,ubiquitin conjugating enzyme_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,ubiquitin conjugating enzyme_ putative, ,
PF10_0331,PF3D7_1034000,Sec1 family protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,Sec1 family protein_ putative, ,
PF10_0331,PF3D7_1034000,Sec1 family protein_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,Sec1 family protein_ putative, ,
PF10_0331,PF3D7_1034000,Sec1 family protein_ putative,Molecular model of vesicle exocytosis,http://mpmp.huji.ac.il/maps/vesExocytosis.html,n-Sec1, ,
PF10_0332,PF3D7_1034200,apicoplast ribosomal protein L27 precursor_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,ribosomal protein L27_ putative, ,
PF10_0332,PF3D7_1034200,apicoplast ribosomal protein L27 precursor_ putative,Ribosomal structure,http://mpmp.huji.ac.il/maps/ribosomeStruct.html,Apicoplast ribosomal protein L27 precursor_ putative, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Posttranslational translocation in eukaryotes,http://mpmp.huji.ac.il/maps/eukaryotes.html,thioredoxin-like associated protein 2_ putative TLAP2, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Mitochondrial antioxidant system,http://mpmp.huji.ac.il/maps/antioxidantSystem.html,thioredoxin-like associated protein 2_ putative TLAP2, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Oxidative protein folding in the endoplasmic reticulum,http://mpmp.huji.ac.il/maps/oxidativefolding.html,thioredoxin-like associated protein 2_ putative TLAP2, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Redox Metabolism,http://mpmp.huji.ac.il/maps/redoxmetpath.html,thioredoxin-like associated protein 2_ putative TLAP2, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Thioredoxin_ Glutaredoxin and Peroxiredoxin,http://mpmp.huji.ac.il/maps/thioredoxinpath.html,thioredoxin-like associated protein 2_ putative TLAP2, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,thioredoxin-like associated protein 2_ putative  TLAP2, ,
PF10_0333,PF3D7_1034300,thioredoxin-like associated protein 2,Translocon of exported proteins (PTEX),http://mpmp.huji.ac.il/maps/PTEX.html,thioredoxin-like associated protein 2_ putative TLAP2, ,
PF10_0334,PF3D7_1034400,flavoprotein subunit of succinate dehydrogenase,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Flavoprotein subunit of succinate dehydrogenase,1.3.5.1,fumarate reductase complex (i.e. FRD_ involved in anaerobi_ menaquinol: fumarate oxidoreductase_ respiration_ repressed in aerobic respiration)_ respiration_ repressed in anaerobic respiration)_ succinate dehydrogenase complex (i. e. SDH_ involved in aerobi_ succinic dehydrogenase_ 
PF10_0334,PF3D7_1034400,flavoprotein subunit of succinate dehydrogenase,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Flavoprotein subunit of succinate dehydrogenase,1.3.5.1,fumarate reductase complex (i.e. FRD_ involved in anaerobi_ menaquinol: fumarate oxidoreductase_ respiration_ repressed in aerobic respiration)_ respiration_ repressed in anaerobic respiration)_ succinate dehydrogenase complex (i. e. SDH_ involved in aerobi_ succinic dehydrogenase_ 
PF10_0334,PF3D7_1034400,flavoprotein subunit of succinate dehydrogenase,Mitochondrial electron flow,http://mpmp.huji.ac.il/maps/mitochondrionef.html,Flavoprotein subunit of succinate dehydrogenase,1.3.5.1,fumarate reductase complex (i.e. FRD_ involved in anaerobi_ menaquinol: fumarate oxidoreductase_ respiration_ repressed in aerobic respiration)_ respiration_ repressed in anaerobic respiration)_ succinate dehydrogenase complex (i. e. SDH_ involved in aerobi_ succinic dehydrogenase_ 
