Geneid	Chr	Start	End	Strand	Length	hisat2/Ap20-GFP-SFC-16h-R1.bam	hisat2/Ap20-GFP-SFC-16h-R2.bam	hisat2/Ap20-GFP-SFC-4h-R1.bam	hisat2/Ap20-GFP-SFC-4h-R2.bam	hisat2/Ap20-GFP-SFC-8h-R1.bam	hisat2/Ap20-GFP-SFC-8h-R2.bam	hisat2/GFPcon-16hr-R1.bam	hisat2/GFPcon-16hr-R2.bam	hisat2/GFPcon-4hr-R1.bam	hisat2/GFPcon-4hr-R2.bam	hisat2/GFPcon-8hr-R1_S9.bam	hisat2/GFPcon-8hr-R2.bam	hisat2/RM-10_S417.bam	hisat2/RM-1_S408.bam	hisat2/RM-2_S409.bam	hisat2/RM-3_S410.bam	hisat2/RM-4_S411.bam	hisat2/RM-5_S412.bam	hisat2/RM-6_S413.bam	hisat2/RM-7_S414.bam	hisat2/RM-8_S415.bam	hisat2/RM-9_S416.bam	hisat2/F-1_SRR5260552.bam	hisat2/F-2_SRR5260551.bam	hisat2/F-3_SRR5260550.bam	hisat2/F1_21725_8_4.bam	hisat2/F2_21725_8_5.bam	hisat2/F3_21725_8_6.bam
PBANKA_1404700	PbANKA_14_v3	246075	247595	-	1521	224	451	176	163	323	61	427	129	153	0	199	87	12	276	161	62	27	14	20	356	0	11	388	362	551	886	676	839
PBANKA_0315700	PbANKA_03_v3	541393	541794	-	402	328	1253	58	35	238	33	373	72	15	0	115	48	5	140	85	47	17	15	29	293	10	10	99	90	118	1157	612	839
PBANKA_1441600	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1571105;1571454;1572332;1572565;1572772;1572935	1571185;1572185;1572445;1572665;1572826;1573006	+;+;+;+;+;+	1155	86	209	111	87	219	91	270	190	160	0	207	79	5	238	288	96	44	10	29	330	1	7	499	489	542	835	716	838
PBANKA_1201400	PbANKA_12_v3	86248	89343	+	3096	26	99	60	51	72	42	45	15	35	3	67	30	1	176	510	153	65	15	94	148	4	6	327	277	301	911	818	836
PBANKA_0705200	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	241755;241927;242103;242488;242806	241776;241981;242258;242574;242851	-;-;-;-;-	366	537	1908	187	182	587	227	672	802	465	0	283	154	0	69	75	35	18	5	20	196	26	57	680	654	738	844	756	836
PBANKA_1117600	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	660873;661168;661388;661583;661843	661059;661247;661501;661690;663063	-;-;-;-;-	1710	469	2223	118	88	622	178	1137	409	132	0	279	117	5	265	148	68	32	241	74	490	10	24	307	205	236	1034	737	836
PBANKA_0501600	PbANKA_05_v3;PbANKA_05_v3	63289;64819	64574;64852	-;-	1320	225	610	158	98	168	90	759	340	70	0	169	91	0	181	259	104	67	147	59	457	23	22	464	405	412	921	612	836
PBANKA_1006100	PbANKA_10_v3	303953	305392	-	1440	165	429	433	204	376	232	689	364	686	0	372	219	9	81	2014	567	249	171	86	139	14	47	353	311	442	1030	888	835
PBANKA_1036700	PbANKA_10_v3	1488232	1489968	-	1737	65	122	90	99	193	61	321	107	109	2	129	65	4	337	139	49	34	9	63	384	6	19	274	249	309	985	739	835
PBANKA_0415100	PbANKA_04_v3	535288	536910	+	1623	108	177	108	58	387	99	441	63	28	0	214	71	3	383	266	84	58	29	110	446	10	6	134	97	106	867	743	833
PBANKA_1016600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	711532;711681;711838;712030;712184;712402;712894	711597;711745;711912;712079;712311;712746;713403	-;-;-;-;-;-;-	1239	147	619	56	39	169	41	154	31	20	0	68	18	0	61	138	28	13	7	13	78	0	0	296	260	224	765	643	832
PBANKA_1143500	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1626239;1626833;1627186	1626616;1626923;1627391	-;-;-	675	97	250	27	28	78	19	78	11	25	1	24	12	0	61	92	28	16	21	15	75	8	4	436	477	630	918	599	832
PBANKA_1426100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1001958;1002294;1002583;1004063	1002147;1002412;1003848;1004317	-;-;-;-	1830	10	6	43	37	69	40	38	36	85	0	55	36	0	36	338	114	42	10	30	20	5	2	545	686	720	728	787	831
PBANKA_1132900	PbANKA_11_v3	1231635	1233074	-	1440	62	139	99	62	137	49	94	52	91	0	66	29	0	68	147	22	21	4	35	78	3	14	537	489	665	1129	900	830
PBANKA_0301800	PbANKA_03_v3;PbANKA_03_v3	56946;58974	58849;59397	+;+	2328	31	94	66	44	107	47	200	66	30	1	124	56	0	291	2138	680	287	69	120	387	13	25	137	88	103	893	724	830
PBANKA_1435600	PbANKA_14_v3	1344577	1345989	+	1413	123	272	67	48	129	34	203	79	64	1	79	31	0	145	204	57	34	60	31	236	13	20	126	134	131	1272	739	829
PBANKA_1211200	PbANKA_12_v3	413764	416028	+	2265	5	55	17	7	60	17	27	15	14	1	29	6	0	16	171	49	23	9	17	34	4	5	237	282	265	708	582	829
PBANKA_0305400	PbANKA_03_v3	183881	188383	+	4503	67	326	32	25	66	15	210	31	5	2	53	18	0	178	746	204	112	392	112	335	14	24	50	56	53	854	723	828
PBANKA_0933800	PbANKA_09_v3	1227812	1229905	+	2094	14	42	39	25	58	21	43	15	12	0	24	10	0	86	423	127	47	5	39	92	4	10	184	133	177	746	676	828
PBANKA_1305900	PbANKA_13_v3;PbANKA_13_v3	290493;290770	290630;291189	-;-	558	60	210	77	53	187	41	91	23	33	0	105	31	0	38	407	116	61	10	14	69	4	18	755	779	753	604	477	828
PBANKA_0833500	PbANKA_08_v3	1257271	1260135	-	2865	151	313	51	34	101	25	277	69	16	0	64	29	0	181	308	114	60	257	78	379	11	31	64	43	70	928	556	827
PBANKA_0826000	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1004540;1004904;1005497;1005701	1004804;1005345;1005593;1005838	+;+;+;+	942	181	405	124	75	243	69	624	119	32	1	194	75	12	399	248	94	53	104	107	741	29	58	204	259	181	1634	731	826
PBANKA_1457000	PbANKA_14_v3	2184628	2185866	+	1239	48	164	249	155	322	171	181	121	129	1	159	98	1	108	181	57	28	5	37	157	13	11	630	508	573	793	574	826
PBANKA_0915800	PbANKA_09_v3;PbANKA_09_v3	596217;596508	596346;597466	+;+	1089	108	322	64	80	130	51	198	123	131	1	85	48	0	118	114	59	20	25	22	174	10	8	267	339	379	948	662	825
PBANKA_0929100	PbANKA_09_v3	1071065	1072015	+	951	318	1249	67	46	237	40	416	89	49	0	115	37	2	230	182	69	39	85	35	483	20	41	639	573	612	974	686	824
PBANKA_0110900	PbANKA_01_v3	428391	429608	-	1218	470	1292	100	61	289	63	943	162	112	0	245	90	3	151	133	66	34	52	38	327	34	47	260	273	316	832	556	824
PBANKA_0826500	PbANKA_08_v3	1015617	1016960	-	1344	9531	20617	1372	1019	6788	2330	8960	6193	3066	0	3743	1603	5	590	186	95	74	137	25	852	62	92	630	798	943	757	686	822
PBANKA_1039200	PbANKA_10_v3	1568016	1569164	-	1149	2	37	11	6	35	9	24	8	19	3	13	11	0	26	125	45	16	7	15	19	3	4	138	207	203	782	628	822
PBANKA_1442300	PbANKA_14_v3	1618589	1621048	+	2460	226	461	607	344	1037	424	1007	441	613	0	786	350	9	693	1210	439	255	65	254	897	45	80	291	302	366	837	647	821
PBANKA_0105700	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	236912;237109;237333;237656;237903;238046;238290;238483;238635;238799;238986;239146;239295;239550;239798;239974	236991;237217;237515;237789;237954;238184;238365;238528;238684;238838;239057;239208;239448;239653;239854;240021	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1407	354	1043	122	75	388	91	494	119	266	1	224	71	2	95	265	92	42	38	25	261	12	34	605	629	619	887	763	820
PBANKA_0710300	PbANKA_07_v3	395649	397766	-	2118	216	1241	124	83	447	89	774	140	84	1	210	72	4	552	312	130	51	49	130	625	29	52	300	252	267	692	642	819
PBANKA_1342600	PbANKA_13_v3	1676023	1676904	-	882	19	64	40	19	30	9	45	11	1	1	21	12	3	84	343	107	42	19	34	168	2	9	96	119	109	1216	802	818
PBANKA_0803300	PbANKA_08_v3	187574	190609	-	3036	22	56	61	19	36	20	35	29	39	2	26	35	0	115	510	143	65	56	85	167	7	7	419	414	401	868	740	818
PBANKA_1136200	PbANKA_11_v3	1366625	1367158	-	534	106	398	85	57	241	56	112	45	158	0	110	45	0	47	138	51	30	2	6	77	4	3	875	904	1098	762	595	818
PBANKA_1331700	PbANKA_13_v3	1287105	1289330	+	2226	17	20	199	147	257	88	114	36	114	0	110	50	0	180	385	155	69	7	48	101	2	7	255	306	285	981	870	817
PBANKA_0209800	PbANKA_02_v3	346406	348634	+	2229	204	532	60	27	184	109	651	235	38	0	158	99	5	126	294	107	58	353	68	414	29	41	199	255	192	750	810	817
PBANKA_0939200	PbANKA_09_v3	1415971	1417830	-	1860	111	434	95	60	125	32	298	48	15	0	61	52	7	230	422	125	74	282	97	431	19	26	237	241	255	1156	809	817
PBANKA_0211800	PbANKA_02_v3	424829	427294	-	2466	61	131	75	46	83	43	158	58	26	0	63	39	0	221	198	61	26	18	55	300	6	6	55	63	79	1071	795	817
PBANKA_1121100	PbANKA_11_v3	785381	787735	-	2355	38	118	40	30	58	29	139	30	27	2	38	21	0	126	236	78	43	49	44	160	7	5	219	331	315	971	778	817
PBANKA_0702300	PbANKA_07_v3	128222	129493	+	1272	128	479	123	100	371	77	390	56	48	1	185	70	8	314	138	73	47	25	83	356	10	13	243	256	294	962	692	817
PBANKA_1119100	PbANKA_11_v3	725655	726350	+	696	193	439	190	140	463	233	508	298	205	0	257	123	1	79	202	72	38	13	21	163	9	21	368	320	375	880	764	816
PBANKA_1224400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	921965;926705;927072	926580;926949;927136	+;+;+	4926	33	94	58	52	62	55	111	85	148	3	59	27	13	92	478	149	55	21	90	137	12	13	417	452	479	799	720	816
PBANKA_1413800	PbANKA_14_v3;PbANKA_14_v3	564735;564889	564767;566385	+;+	1530	34	118	101	83	329	97	148	61	120	1	121	49	0	88	84	45	30	5	13	99	3	6	287	282	329	900	636	816
PBANKA_0817300	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	701901;702195;702429;702618;702933;703191;703444	702019;702322;702518;702814;703028;703301;703542	-;-;-;-;-;-;-	840	228	384	139	118	346	102	302	191	169	0	132	53	0	88	62	30	16	7	21	85	7	6	248	226	220	1074	593	816
PBANKA_1303700	PbANKA_13_v3;PbANKA_13_v3	208611;209320	209088;209546	+;+	705	349	945	146	118	234	97	460	321	245	1	175	80	3	217	336	99	46	37	56	352	26	25	622	604	768	778	707	815
PBANKA_0403100	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	113352;113673;113884	113555;113771;114087	-;-;-	507	1465	8674	187	151	1534	335	2629	763	194	0	380	158	2	70	173	69	20	83	17	244	31	46	750	697	750	864	690	815
PBANKA_1441800	PbANKA_14_v3	1577221	1577697	-	477	17	107	42	18	117	20	67	12	6	0	37	14	0	26	203	76	23	2	10	50	3	10	315	325	281	793	494	815
PBANKA_1402200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	134690;134826;135044;135211;135441;135644	134714;134932;135080;135276;135527;138234	+;+;+;+;+;+	2913	109	242	142	82	201	62	248	60	163	3	141	68	0	127	741	226	92	50	64	158	8	30	518	526	632	888	857	814
PBANKA_0209400	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	327499;327650;327827;327967;328251;328594	327560;327706;327884;328089;328507;329659	-;-;-;-;-;-	1623	171	511	129	65	316	86	477	66	47	0	192	74	9	126	507	152	60	64	48	210	11	10	104	118	129	933	740	814
PBANKA_1459800	PbANKA_14_v3	2284260	2285378	+	1119	538	1021	285	186	1203	400	1149	602	471	0	665	203	0	259	195	79	62	34	53	493	22	46	454	448	550	985	625	814
PBANKA_0504800	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	184105;184259;184503	184173;184381;188972	+;+;+	4662	123	376	191	94	231	87	434	103	84	3	161	119	13	391	6330	1985	739	415	433	774	39	85	51	110	109	757	737	813
PBANKA_0607900	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	382560;382685;384826	382590;384717;385617	+;+;+	2856	35	110	70	46	118	39	120	21	40	4	67	21	7	86	890	251	108	26	59	102	10	14	302	230	205	743	771	812
PBANKA_1129200	PbANKA_11_v3	1111296	1112477	-	1182	82	170	132	84	183	28	113	21	21	0	75	35	0	339	165	72	24	8	80	281	1	6	238	208	222	825	677	812
PBANKA_0507100	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	298175;298426;298692;298976	298270;298529;298761;299062	-;-;-;-	357	438	1049	228	135	870	349	524	483	637	0	446	142	1	36	108	35	20	5	11	42	7	12	1126	1218	1403	623	551	812
PBANKA_1452600	PbANKA_14_v3	2024480	2025160	-	681	58	94	47	18	84	26	109	87	144	0	79	36	0	22	295	94	34	9	12	67	3	7	434	655	612	760	848	811
PBANKA_1301100	PbANKA_13_v3	81559	85803	-	4245	1	6	15	8	21	4	15	3	13	0	10	13	0	60	260	62	27	5	34	36	1	4	158	115	176	942	745	809
PBANKA_1347500	PbANKA_13_v3	1842301	1843755	-	1455	398	2121	151	79	644	133	1564	311	77	0	285	103	8	230	171	66	37	147	75	445	18	42	333	279	296	757	593	809
PBANKA_0710900	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	420101;420294;420498;420790	420125;420379;420587;420864	+;+;+;+	276	633	3331	176	140	863	111	1171	219	92	1	249	94	4	103	114	39	28	22	26	205	13	16	515	511	596	802	512	808
PBANKA_1330100	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1224780;1224975;1225152;1225288;1225643;1225954	1224835;1225061;1225197;1225443;1225795;1225995	+;+;+;+;+;+	540	1292	8202	126	100	836	144	2126	612	198	0	227	126	7	47	90	27	17	93	4	194	7	23	512	499	577	665	656	805
PBANKA_1338800	PbANKA_13_v3	1520556	1521872	+	1317	36	86	28	25	41	21	66	28	35	0	20	11	0	61	145	38	27	12	35	124	3	9	289	335	411	1181	578	805
PBANKA_0600400	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	85034;85343;85691;85878;86093;86484	85149;85595;85760;85987;86326;86588	+;+;+;+;+;+	888	38	133	103	78	242	53	102	42	230	1	67	35	0	35	96	31	13	3	7	30	0	1	583	631	632	656	565	805
PBANKA_1221500	PbANKA_12_v3	825302	826402	+	1101	895	4424	348	238	2489	491	3684	636	179	0	1321	330	12	519	330	156	91	228	109	1236	95	146	311	255	346	820	626	804
PBANKA_0932300	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1176835;1177103;1177298;1177821	1176983;1177151;1177514;1178116	-;-;-;-	711	90	218	34	37	82	43	103	81	154	0	66	40	0	5	61	26	3	1	3	22	3	5	427	468	494	667	498	803
PBANKA_0614500	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	611263;612218;612409	612110;612263;612498	-;-;-	984	114	257	127	90	299	172	184	191	149	0	136	96	0	63	181	42	34	13	30	58	4	9	610	771	971	750	822	802
PBANKA_1000700	PbANKA_10_v3	68912	70606	-	1695	30	74	42	48	67	37	43	47	93	0	42	26	0	56	271	95	48	21	30	63	3	3	625	651	852	852	784	801
PBANKA_0103100	PbANKA_01_v3	141669	143660	+	1992	61	177	86	61	147	52	272	59	13	0	127	50	2	408	234	68	48	50	118	507	15	18	243	219	269	821	648	801
PBANKA_0709200	PbANKA_07_v3	357475	359217	-	1743	514	1860	170	128	498	125	1301	369	86	1	261	129	0	305	168	77	45	173	52	754	44	85	195	204	279	843	563	800
PBANKA_1013700	PbANKA_10_v3;PbANKA_10_v3	618228;619008	618809;619190	+;+	765	147	446	80	57	223	61	178	90	178	0	106	45	1	44	189	63	29	6	12	76	4	10	474	474	599	752	754	799
PBANKA_1432100	PbANKA_14_v3	1207901	1210099	+	2199	32	41	42	18	50	30	75	20	32	3	34	17	5	102	293	93	41	7	43	112	2	12	198	196	195	808	739	799
PBANKA_1328100	PbANKA_13_v3	1126297	1127445	-	1149	351	1169	160	84	400	82	1041	300	379	0	273	105	5	303	387	152	74	77	53	748	46	50	745	658	843	697	585	799
PBANKA_1304100	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	227665;227875;228343;228706;229190;229621	227781;227922;228573;229047;229454;229973	+;+;+;+;+;+	1356	30	61	58	42	68	19	39	18	46	0	29	24	7	92	110	29	10	7	23	106	3	5	292	289	307	780	604	798
PBANKA_0416400	PbANKA_04_v3	611890	612702	+	813	145	526	127	87	292	50	284	66	83	0	129	49	2	149	145	47	17	10	18	303	5	7	622	551	522	626	594	798
PBANKA_0523300	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	869087;869415;869689;869982	869255;869537;869894;870251	+;+;+;+	768	33	96	39	40	148	26	61	12	32	0	54	19	0	31	135	30	20	2	14	57	5	3	454	448	505	701	562	797
PBANKA_1360100	PbANKA_13_v3	2289988	2291226	-	1239	19	118	61	36	319	59	112	39	134	0	60	33	0	22	133	37	30	8	12	23	1	6	507	1106	1343	719	802	794
PBANKA_1305600	PbANKA_13_v3	286093	287448	+	1356	24	40	15	17	31	6	58	24	32	0	23	10	0	35	95	29	17	22	12	50	0	5	130	156	170	935	549	793
PBANKA_1210400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	387142;388448;388734;388893;389148;389326;389453;389636;389827	388332;388568;388794;389003;389209;389363;389536;389736;390325	+;+;+;+;+;+;+;+;+	2268	9	33	67	39	54	39	45	31	107	2	53	45	9	46	723	220	97	28	46	28	3	16	256	261	266	953	799	792
PBANKA_1441000	PbANKA_14_v3	1551336	1552091	+	756	3	7	17	4	9	12	17	4	24	0	11	6	0	6	118	37	14	1	1	5	0	1	648	523	581	704	788	792
PBANKA_1349700	PbANKA_13_v3	1906529	1908571	+	2043	33	89	97	69	108	31	97	26	22	3	81	45	0	142	534	165	66	19	87	271	5	11	239	313	316	749	646	792
PBANKA_1449600	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1919329;1919980;1920627	1919791;1920532;1920870	+;+;+	1260	63	171	49	42	117	25	148	21	21	0	57	26	0	103	103	39	13	6	23	140	2	10	239	176	161	936	601	792
PBANKA_1341900	PbANKA_13_v3	1653006	1654523	+	1518	242	759	105	74	429	100	671	272	42	1	200	88	8	261	357	113	48	101	91	583	13	34	273	280	251	747	634	791
PBANKA_0406800	PbANKA_04_v3	249319	250818	+	1500	29	151	27	17	98	21	139	28	22	0	40	13	0	46	102	37	17	13	22	99	2	12	490	489	560	817	630	791
PBANKA_0517500	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	641272;642254;642427	641965;642337;643118	+;+;+	1470	362	648	214	135	478	240	429	269	287	1	238	131	6	69	256	67	34	45	33	137	21	44	704	905	1052	779	820	788
PBANKA_0410700	PbANKA_04_v3;PbANKA_04_v3	392246;392443	392277;393271	-;-	861	26	56	29	20	39	7	32	19	35	3	31	13	0	62	183	45	33	10	23	97	1	0	524	479	528	815	705	788
PBANKA_1365600	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2496151;2496449;2496779;2497047;2497222;2497638	2496255;2496682;2496888;2497116;2497453;2497813	-;-;-;-;-;-	927	52	141	32	28	83	41	70	41	107	0	37	11	1	38	58	18	9	8	2	37	0	1	362	328	392	652	738	787
PBANKA_0835000	PbANKA_08_v3	1301032	1301478	-	447	94	256	45	43	101	27	123	20	54	0	52	15	0	62	70	23	5	4	8	83	2	2	363	409	332	768	683	787
PBANKA_0701500	PbANKA_07_v3	99265	100083	-	819	207	438	219	176	307	125	586	392	347	0	207	161	0	115	122	45	30	12	28	234	5	21	452	464	601	721	650	787
PBANKA_0836000	PbANKA_08_v3	1320240	1323734	-	3495	86	161	51	44	104	45	159	55	80	1	68	34	0	86	346	99	43	89	42	198	9	30	245	325	331	936	767	785
PBANKA_1213200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	507462;507865;508003;508417;508623;509262;510316;510818;510985;511323;511520	507515;507922;508261;508492;509016;510135;510656;510868;511203;511376;511572	-;-;-;-;-;-;-;-;-;-;-	2433	17	67	162	104	141	67	81	29	94	2	134	74	11	50	2270	594	272	59	86	69	14	22	361	341	411	546	734	785
PBANKA_0614700	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	617102;617237;617487;617624;617759;617929;618054;618190;618408;618570;618715;618949;619103;619293	617104;617398;617536;617673;617801;617965;618113;618276;618464;618602;618846;619002;619159;619367	+;+;+;+;+;+;+;+;+;+;+;+;+;+	900	135	531	198	117	406	164	332	171	366	1	248	138	2	29	316	91	36	7	6	39	2	2	590	548	683	869	717	784
PBANKA_1450100	PbANKA_14_v3	1938506	1940488	+	1983	788	820	617	512	1374	621	1481	879	640	0	860	320	0	588	225	96	59	40	123	842	33	63	550	476	561	719	697	784
PBANKA_1450600	PbANKA_14_v3	1960416	1961291	+	876	54	188	62	26	86	28	171	45	32	0	63	28	0	107	328	81	40	24	42	210	4	9	347	349	391	864	721	783
PBANKA_0826300	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1012066;1012260;1012572;1012737;1012922	1012140;1012367;1012638;1012817;1012974	+;+;+;+;+	384	224	458	135	78	340	151	671	424	221	0	240	114	0	130	175	56	34	13	55	174	8	16	543	474	524	770	691	783
PBANKA_0618400	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	764832;765047;765258;765642	764891;765116;765550;765815	+;+;+;+	597	851	1432	362	299	1408	709	1961	2020	1201	0	1078	405	8	242	240	94	44	48	47	503	88	151	582	611	721	887	681	783
PBANKA_1363100	PbANKA_13_v3	2400090	2401064	+	975	431	1298	185	124	260	86	1124	175	91	0	203	109	3	210	431	132	67	284	75	444	39	80	259	314	316	1134	624	783
PBANKA_1133800	PbANKA_11_v3	1267773	1270376	+	2604	58	151	77	77	55	41	245	125	177	1	64	47	3	45	549	164	56	54	41	164	4	12	627	482	623	730	582	783
PBANKA_1306200	PbANKA_13_v3;PbANKA_13_v3	297567;298933	298649;299061	-;-	1212	30	69	120	66	151	56	165	71	168	1	109	63	0	41	453	128	58	6	23	38	4	9	905	918	1119	761	879	782
PBANKA_0313700	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	479611;479793;480357;481475	479714;480276;481267;482564	-;-;-;-	2589	58	188	80	64	84	29	152	42	104	0	72	28	0	187	387	125	32	14	27	147	5	8	581	456	491	631	879	782
PBANKA_1356400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2130499;2130830;2131949	2130709;2131801;2135067	+;+;+	4302	18	94	380	217	191	186	97	124	490	2	245	227	4	86	2917	850	318	74	160	91	16	37	442	443	408	750	771	781
PBANKA_1422000	PbANKA_14_v3	866388	866750	+	363	26	79	17	20	61	19	42	11	30	0	8	9	0	24	48	10	11	1	3	42	2	2	184	240	219	498	512	781
PBANKA_1110900	PbANKA_11_v3	429383	431092	+	1710	48	132	78	44	54	26	148	61	51	1	58	31	0	106	294	94	35	149	39	182	10	16	110	105	128	970	566	780
PBANKA_0705300	PbANKA_07_v3	243543	243998	+	456	31	100	26	18	34	12	46	22	35	0	26	16	4	80	65	19	10	4	44	86	5	4	220	201	260	746	539	780
PBANKA_0605400	PbANKA_06_v3	274508	276541	+	2034	10	41	41	31	55	15	39	5	8	0	26	11	0	72	96	21	12	8	12	94	2	2	167	156	153	754	583	779
PBANKA_0111500	PbANKA_01_v3;PbANKA_01_v3	443993;444128	444032;444279	+;+	192	89	567	32	30	132	14	176	30	14	0	48	15	0	86	104	26	15	9	32	206	5	10	298	275	272	863	567	779
PBANKA_1144100	PbANKA_11_v3;PbANKA_11_v3	1644725;1644940	1644750;1646773	-;-	1860	86	299	106	82	200	69	180	84	115	0	94	49	1	108	165	45	22	29	52	163	6	9	588	646	655	704	634	778
PBANKA_1425350	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	968690;968919;969365;969917;970218	968831;969056;969764;970060;970269	+;+;+;+;+	876	37	137	44	30	70	18	73	31	63	2	28	21	0	53	76	27	12	2	7	76	4	7	281	293	319	777	548	778
PBANKA_1113900	PbANKA_11_v3	535730	537961	+	2232	248	916	295	181	759	199	960	232	102	1	335	135	13	1018	772	271	184	240	294	1211	30	70	277	297	296	922	704	776
PBANKA_1335300	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1407099;1407373;1407638;1407834;1408051;1408269	1407185;1407448;1407735;1407920;1408132;1408783	-;-;-;-;-;-	945	480	1396	215	151	471	118	607	281	333	0	250	87	2	154	223	91	40	24	24	231	10	31	557	534	657	781	593	776
PBANKA_0926100	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	966604;966760;967009;967387;967587;967757;967915;968104;968249;968482;968645;968834;969057	966629;966873;967293;967496;967643;967819;968001;968158;968376;968556;968698;968967;969212	+;+;+;+;+;+;+;+;+;+;+;+;+	1344	97	245	29	20	54	23	153	36	20	1	30	10	0	44	82	25	12	36	18	112	3	8	348	427	467	769	523	776
PBANKA_0102300	PbANKA_01_v3	102681	104003	+	1323	181	450	109	129	210	47	227	152	211	2	120	60	0	205	144	56	24	8	10	190	2	3	614	466	605	728	597	775
PBANKA_1439000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1478971;1479170;1479517;1479803	1479077;1479352;1479682;1479922	-;-;-;-	576	631	2416	140	102	596	190	1149	895	360	0	346	155	0	61	58	38	23	16	14	136	11	34	293	310	336	732	579	775
